SenderReplyDiff,checkAttachments,subjReply,subjForward,subjNoOfWords,subjNoOfChar,subjVerify,subjDebit,subjBank,script_exist,checkPopup,checkJS,NoOnClick,html_exist,form_exist,noFunctionWords,avgDomainLength,noWords,check_suspend,check_verify,noOfURLs,noOfLinks,checkIP,checkAtSym,checkURLShorten,checkImg,checkPort,Phishing
1,0,False,False,4,36,False,False,False,False,0,0,0,True,False,1,0,76,False,False,5,0,1,1,1,0,1,0
1,0,False,False,6,44,False,False,False,False,0,0,0,True,False,1,0,105,False,False,2,0,1,1,1,0,1,0
1,0,False,False,5,40,False,False,False,False,0,0,0,True,False,1,0,152,False,False,3,0,1,1,1,0,1,0
1,0,True,False,8,51,False,False,False,False,0,0,0,True,False,1,0,40,False,False,3,0,1,1,1,0,1,0
1,0,True,False,5,28,False,False,False,False,0,0,0,True,False,1,0,457,False,False,0,0,1,1,1,0,1,0
1,0,False,False,5,35,False,False,False,False,0,0,0,True,False,1,0,92,False,False,3,0,1,1,1,0,1,0
1,0,False,False,5,33,False,False,False,False,0,0,0,True,False,6,0,268,False,False,7,0,1,1,1,0,1,0
1,0,True,False,10,58,False,False,False,False,0,0,0,True,False,1,0,167,False,False,5,0,1,1,1,0,1,0
1,0,True,False,5,36,False,False,False,False,0,0,0,True,False,1,0,171,False,False,5,0,1,1,1,0,1,0
1,0,True,False,6,33,False,False,False,False,0,0,0,True,False,1,0,151,False,False,5,0,1,1,1,0,1,0
1,0,True,False,8,51,False,False,False,False,0,0,0,True,False,1,0,113,False,False,6,0,1,1,1,0,1,0
1,0,True,False,8,51,False,False,False,False,0,0,0,True,False,2,0,181,False,False,6,0,1,1,1,0,1,0
1,0,False,False,6,34,False,False,False,False,0,0,0,True,False,0,0,101,False,False,1,0,1,1,1,0,1,0
1,0,True,False,7,38,False,False,False,False,0,0,0,True,False,0,0,140,False,False,2,0,1,1,1,0,1,0
1,0,True,False,5,24,False,False,False,False,0,0,0,True,False,0,0,149,False,False,2,0,1,1,1,0,1,0
1,0,False,False,5,19,False,False,False,False,0,0,0,True,False,0,0,68,False,False,2,0,1,1,1,0,1,0
1,0,False,False,6,38,False,False,False,False,0,0,0,True,False,0,0,215,False,False,2,0,1,1,1,0,1,0
1,0,False,False,6,25,False,False,False,False,0,0,0,True,False,0,0,26,False,False,2,0,1,1,1,0,1,0
1,0,False,False,6,36,False,False,False,False,0,0,0,True,False,0,0,49,False,False,4,0,1,1,1,0,1,0
1,0,False,False,3,23,False,False,False,False,0,0,0,True,False,0,0,35,False,False,3,0,1,1,1,0,1,0
1,0,False,False,10,49,False,False,False,False,0,0,0,True,False,0,0,27,False,False,3,0,1,1,1,0,1,0
1,0,False,False,4,32,False,False,False,False,0,0,0,True,False,1,0,145,False,False,4,0,1,1,1,0,1,0
1,0,False,False,5,24,False,False,False,False,0,0,0,True,False,0,0,33,False,False,3,0,1,1,1,0,1,0
1,0,False,False,5,32,False,False,False,False,0,0,0,True,False,1,0,15,False,False,1,0,1,1,1,0,1,0
1,0,False,False,9,55,False,False,False,False,0,0,0,True,False,1,0,27,False,False,1,0,1,1,1,0,1,0
1,0,False,False,7,41,False,False,False,False,0,0,0,True,False,1,0,33,False,False,1,0,1,1,1,0,1,0
1,0,False,False,6,36,False,False,False,False,0,0,0,True,False,1,0,27,False,False,1,0,1,1,1,0,1,0
1,0,False,False,9,47,False,False,False,False,0,0,0,True,False,1,0,29,False,False,1,0,1,1,1,0,1,0
