spamScore,SenderReplyDiff,checkAttachments,subjReply,subjForward,subjNoOfWords,subjNoOfChar,subjVerify,subjDebit,subjBank,script_exist,checkPopup,checkJS,NoOnClick,html_exist,form_exist,noFunctionWords,noWords,noChars,check_suspend,check_verify,check_dear,unique_Words,Richness,noOfURLs,noOfLinks,checkIP,checkAtSym,checkdoubleslash,checkURLShorten,checkImg,checkPort,checkNoDots,avg_DomainLength,checkContentURL,checkModal,check_Here,Phishing
0.6,1,0,FALSE,FALSE,3,21,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,13,419,6524,FALSE,FALSE,FALSE,82,0.064224402,3,4,1,1,1,1,0,1,0.25,12.25,1,1,0,1
0,1,1,FALSE,FALSE,7,48,FALSE,FALSE,TRUE,FALSE,0,0,0,TRUE,FALSE,0,397,30545,FALSE,FALSE,FALSE,67,0.012997217,0,0,1,1,1,1,0,1,0,0,1,0,1,1
1.3,1,1,FALSE,FALSE,9,46,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,433,33313,FALSE,FALSE,FALSE,67,0.012997929,0,0,1,1,1,1,0,1,0,0,1,0,1,1
3,1,0,FALSE,FALSE,5,36,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,8,108,925,FALSE,FALSE,FALSE,58,0.116756757,4,1,1,1,1,1,1,1,3,54,1,1,1,1
0,1,0,FALSE,FALSE,1,8,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,4,373,3157,FALSE,FALSE,FALSE,78,0.118150143,2,1,1,1,1,1,0,1,2,61,1,1,0,1
1.8,1,1,FALSE,FALSE,7,50,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,1731,133235,FALSE,FALSE,FALSE,66,0.012992082,0,0,1,1,1,1,0,1,0,0,1,0,1,1
6.9,1,0,FALSE,FALSE,5,32,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,1,108,885,FALSE,FALSE,FALSE,62,0.122033898,2,1,1,1,1,1,1,1,2,37,1,1,1,1
4.8,1,1,FALSE,FALSE,7,58,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,13,1150,15929,FALSE,FALSE,TRUE,87,0.072195367,12,10,1,0,1,1,11,1,1.9,43.5,1,1,1,1
4.2,1,1,FALSE,FALSE,6,58,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,10,1297,38570,TRUE,FALSE,FALSE,87,0.033627171,11,10,1,0,1,1,14,1,2.7,37.5,1,1,1,1
1.1,1,0,FALSE,FALSE,5,47,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,8,462,3367,FALSE,FALSE,TRUE,69,0.137214137,1,1,1,1,1,1,0,1,2,33,1,1,1,1
3.7,1,0,FALSE,FALSE,4,27,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,1,205,2015,FALSE,FALSE,TRUE,78,0.101736973,4,1,1,1,1,1,0,1,2,24,1,1,1,1
2.2,1,0,FALSE,FALSE,4,30,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,262,3500,FALSE,FALSE,FALSE,77,0.074857143,3,1,1,1,1,1,0,1,1,34,1,1,1,1
0.1,1,0,FALSE,FALSE,8,63,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,7,145,1087,FALSE,FALSE,TRUE,60,0.133394664,1,1,1,1,1,1,0,1,2,26,1,1,0,1
1.9,1,0,FALSE,FALSE,5,44,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,3,299,3036,TRUE,FALSE,TRUE,78,0.098484848,1,1,1,1,1,1,0,1,1,34,1,1,0,1
4.4,1,0,FALSE,FALSE,7,61,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,853,8460,FALSE,FALSE,TRUE,81,0.100827423,1,1,1,1,0,1,0,1,2,68,1,1,0,1
1.1,1,0,FALSE,FALSE,3,25,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,690,7894,FALSE,FALSE,TRUE,78,0.087408158,5,4,1,1,1,1,1,1,2,58,1,1,0,1
3.2,1,0,FALSE,FALSE,8,46,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,15,463,9679,FALSE,FALSE,TRUE,85,0.04783552,8,2,1,1,1,1,3,1,1.5,24,1,1,0,1
1,1,0,FALSE,FALSE,4,29,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,8,340,2300,FALSE,FALSE,FALSE,76,0.147826087,2,1,1,1,1,1,0,1,1,17,1,1,0,1
2.1,1,0,FALSE,FALSE,11,71,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,367,3895,FALSE,FALSE,FALSE,80,0.094223363,8,2,1,0,1,1,2,1,1.5,37.5,1,1,1,1
4.2,1,0,FALSE,FALSE,5,31,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,4,66,559,FALSE,FALSE,FALSE,66,0.118067979,1,1,1,1,1,1,0,1,1,54,1,1,1,1
0,1,1,FALSE,FALSE,6,48,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,749,57605,FALSE,FALSE,FALSE,67,0.013002344,0,0,1,1,1,1,0,1,0,0,1,0,1,1
4.2,1,0,FALSE,FALSE,2,16,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,19,663,7147,FALSE,FALSE,FALSE,86,0.092766196,11,4,1,1,0,1,3,1,2.75,122.25,1,1,0,1
2.8,1,0,FALSE,FALSE,4,33,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,2,109,1879,FALSE,FALSE,FALSE,61,0.05800958,5,1,1,1,1,1,4,1,3,52,1,1,1,1
3.1,1,0,FALSE,FALSE,7,39,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,8,369,3371,FALSE,FALSE,TRUE,79,0.109463067,1,1,1,1,1,1,0,1,5,49,1,1,1,1
0.9,0,0,TRUE,FALSE,2,17,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,2,115,1181,FALSE,FALSE,FALSE,82,0.097375106,1,1,1,1,1,1,0,1,3,68,1,1,1,1
3.1,1,0,FALSE,FALSE,4,32,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,2,331,3083,FALSE,FALSE,TRUE,79,0.107362958,1,1,1,1,1,1,0,1,0,16,1,1,1,1
2.3,1,0,FALSE,FALSE,5,31,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,13,630,9510,FALSE,FALSE,TRUE,86,0.066246057,6,3,1,1,1,1,4,1,1,15,1,1,0,1
3.5,1,0,FALSE,FALSE,2,20,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,2,548,4396,FALSE,FALSE,FALSE,81,0.124658781,2,1,1,1,1,1,0,1,2,36,1,1,1,1
2.2,1,0,TRUE,FALSE,4,30,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,9,232,1659,FALSE,FALSE,TRUE,69,0.139843279,2,1,1,1,1,1,0,1,1,40,1,1,1,1
1.3,1,1,FALSE,FALSE,1,6,FALSE,FALSE,FALSE,TRUE,0,0,0,TRUE,TRUE,10,707,6204,FALSE,FALSE,FALSE,86,0.113958736,5,3,1,1,1,1,1,1,0.333333333,9,1,1,1,1
2,1,1,FALSE,FALSE,7,50,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,675,51509,FALSE,FALSE,FALSE,74,0.013104506,0,0,1,1,1,1,0,1,0,0,1,0,1,1
4.8,1,0,FALSE,FALSE,4,25,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,7,85,813,FALSE,FALSE,FALSE,70,0.104551046,2,1,1,1,1,1,0,1,1,34,1,1,0,1
2.5,1,1,FALSE,FALSE,2,20,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,4,630,23459,FALSE,FALSE,TRUE,85,0.026855365,6,3,1,1,1,1,1,1,1.333333333,32.33333333,1,1,1,1
4.2,1,0,FALSE,FALSE,2,15,FALSE,FALSE,TRUE,FALSE,0,0,0,TRUE,FALSE,9,124,1585,FALSE,FALSE,TRUE,72,0.078233438,3,2,1,1,1,1,1,1,2.5,46,0,1,1,1
3.4,1,0,FALSE,FALSE,2,12,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,83,6295,FALSE,FALSE,FALSE,67,0.013185068,0,0,1,1,1,1,0,1,0,0,1,0,1,1
0.6,1,0,FALSE,FALSE,4,29,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,252,19332,FALSE,FALSE,FALSE,67,0.013035382,0,0,1,1,1,1,0,1,0,0,1,0,1,1
3.5,1,0,FALSE,FALSE,8,53,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,13,636,9969,FALSE,FALSE,TRUE,86,0.063797773,6,3,1,1,1,1,4,1,1,15,1,1,0,1
0.5,1,0,FALSE,FALSE,4,33,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,5,45,466,FALSE,FALSE,FALSE,54,0.096566524,2,1,1,1,1,1,1,1,3,54,1,1,1,1
3,1,0,FALSE,FALSE,2,17,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,4,193,2265,FALSE,FALSE,FALSE,65,0.085209713,1,1,1,1,1,1,0,1,2,38,1,1,0,1
2.7,1,0,FALSE,FALSE,5,47,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,18,738,11705,FALSE,FALSE,TRUE,86,0.063049979,23,8,1,1,1,1,5,1,1.75,49.125,1,1,1,1
1.8,1,0,FALSE,FALSE,13,66,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,75,425,FALSE,FALSE,TRUE,51,0.176470588,1,0,1,1,1,1,0,1,0,0,1,1,1,1
3.8,1,0,FALSE,FALSE,5,37,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,37,744,9214,TRUE,FALSE,TRUE,87,0.08074669,14,4,1,1,0,1,5,1,3,116.5,1,1,0,1
1.5,1,0,FALSE,FALSE,5,26,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,1220,25571,FALSE,FALSE,FALSE,84,0.047710297,10,9,1,0,1,1,2,1,1.444444444,31,0,1,1,1
0,1,1,FALSE,FALSE,5,31,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,3881,298796,FALSE,FALSE,FALSE,67,0.012988795,0,0,1,1,1,1,0,1,0,0,1,0,1,1
0,1,0,FALSE,FALSE,3,28,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,7,326,2315,FALSE,FALSE,FALSE,77,0.140820734,2,1,1,1,1,1,0,1,2,27,1,1,0,1
4.1,1,0,FALSE,FALSE,8,56,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,7,933,13676,FALSE,FALSE,TRUE,84,0.068221702,44,13,1,0,1,1,12,1,2.384615385,51.46153846,0,1,1,1
4.8,1,1,FALSE,FALSE,7,57,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,13,1188,16168,FALSE,FALSE,TRUE,87,0.073478476,12,10,1,0,1,1,11,1,1.8,45.3,0,1,1,1
8.3,1,1,FALSE,FALSE,2,16,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,127,2421,FALSE,FALSE,FALSE,84,0.052457662,4,1,1,1,0,1,1,1,4,121,1,1,1,1
6.9,1,0,FALSE,FALSE,7,47,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,122,993,FALSE,FALSE,TRUE,68,0.12286002,1,1,1,1,1,1,0,1,1,28,1,1,1,1
5.1,1,1,FALSE,FALSE,11,53,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,9,1296,38508,TRUE,FALSE,FALSE,87,0.033655344,11,10,1,0,1,1,14,1,2.8,36.1,1,1,1,1
5.3,1,0,FALSE,FALSE,5,33,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,33,2164,28521,FALSE,FALSE,TRUE,91,0.075873917,6,2,1,1,1,1,1,1,2.5,46.5,1,1,1,1
0.4,1,0,FALSE,FALSE,3,23,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,4,87,831,FALSE,FALSE,FALSE,58,0.104693141,2,1,1,1,1,1,0,1,4,53,1,1,0,1
8.3,1,0,FALSE,FALSE,3,21,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,99,848,FALSE,FALSE,TRUE,55,0.116745283,2,1,1,1,1,1,0,1,3,72,1,1,1,1
1,1,0,FALSE,FALSE,2,20,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,82,572,FALSE,FALSE,FALSE,51,0.143356643,1,1,1,1,1,1,0,1,2,49,1,1,1,1
7.7,1,0,FALSE,FALSE,10,74,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,1,1429,17169,FALSE,FALSE,FALSE,90,0.083231405,10,7,1,1,1,1,2,1,1.285714286,24,1,1,1,1
2.6,1,0,FALSE,FALSE,7,46,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,26,1100,20591,FALSE,FALSE,FALSE,85,0.053421398,14,5,1,1,1,1,5,1,1,20.8,0,1,1,1
2.6,1,0,FALSE,FALSE,7,46,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,26,1100,20591,FALSE,FALSE,FALSE,85,0.053421398,14,5,1,1,1,1,5,1,1,20.8,0,1,1,1
2.6,1,0,FALSE,FALSE,7,46,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,26,1100,20591,FALSE,FALSE,FALSE,85,0.053421398,14,5,1,1,1,1,5,1,1,20.8,0,1,1,1
-0.2,1,0,FALSE,FALSE,4,31,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,16,316,2691,FALSE,FALSE,TRUE,74,0.117428465,2,1,1,1,1,1,0,1,2,26,1,1,1,1
4.2,1,0,FALSE,FALSE,9,52,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,1,756,10268,FALSE,FALSE,FALSE,84,0.073626802,6,2,1,1,1,1,1,1,1,47.5,1,1,1,1
4.9,1,0,FALSE,FALSE,14,81,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,4,104,2040,FALSE,FALSE,FALSE,66,0.050980392,1,1,1,1,1,0,0,1,1,21,1,1,1,1
6.1,1,1,FALSE,FALSE,5,35,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,86,2888,31432,FALSE,FALSE,FALSE,91,0.091880886,45,0,1,1,1,1,0,1,0,0,1,1,1,1
2.4,1,1,FALSE,FALSE,4,31,FALSE,FALSE,FALSE,TRUE,0,1,16,TRUE,TRUE,151,28297,553743,FALSE,FALSE,FALSE,97,0.051101323,204,28,1,1,0,1,11,1,1,17.35714286,1,1,0,1
5.3,1,1,FALSE,FALSE,4,31,FALSE,FALSE,FALSE,TRUE,0,1,3,TRUE,TRUE,81,2761,66534,FALSE,FALSE,FALSE,94,0.04149758,48,24,1,1,1,1,7,1,2.583333333,43.95833333,1,1,0,1
6.5,1,1,FALSE,FALSE,4,31,FALSE,FALSE,FALSE,TRUE,0,1,9,TRUE,TRUE,91,3164,40629,FALSE,FALSE,FALSE,94,0.077875409,46,26,1,1,1,1,9,1,1.961538462,32.34615385,1,1,0,1
3.3,1,1,FALSE,FALSE,4,31,FALSE,FALSE,FALSE,TRUE,0,1,9,TRUE,TRUE,91,3164,40629,FALSE,FALSE,FALSE,94,0.077875409,46,26,1,1,1,1,9,1,1.961538462,32.34615385,1,1,0,1
3.3,1,1,FALSE,FALSE,5,36,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,86,2888,31432,FALSE,FALSE,FALSE,91,0.091880886,45,0,1,1,1,1,0,1,0,0,1,1,1,1
6.2,1,1,FALSE,FALSE,5,36,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,86,2888,31432,FALSE,FALSE,FALSE,91,0.091880886,45,0,1,1,1,1,0,1,0,0,1,1,1,1
4.4,1,1,FALSE,FALSE,4,27,FALSE,FALSE,FALSE,TRUE,0,1,9,TRUE,TRUE,91,3166,40643,FALSE,FALSE,FALSE,94,0.077897793,46,26,1,1,1,1,9,1,1.961538462,32.34615385,1,1,0,1
6.3,1,1,FALSE,FALSE,4,25,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,86,2888,31469,FALSE,FALSE,FALSE,91,0.091772856,45,0,1,1,1,1,0,1,0,0,1,1,1,1
5.8,1,1,FALSE,FALSE,4,28,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,86,2887,31327,FALSE,FALSE,FALSE,91,0.092156925,45,0,1,1,1,1,0,1,0,0,1,1,1,1
3.6,1,0,FALSE,FALSE,4,32,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,19,651,6012,FALSE,FALSE,TRUE,87,0.108283433,4,4,1,1,0,1,1,1,1.5,51,1,1,1,1
0.2,1,0,FALSE,FALSE,2,21,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,1219,45634,FALSE,FALSE,FALSE,86,0.026712539,11,4,1,1,1,1,4,1,2.25,41,0,1,1,1
1.1,1,0,FALSE,FALSE,6,49,TRUE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,1,501,7425,FALSE,FALSE,TRUE,83,0.067474747,1,1,1,1,1,1,0,1,1,27,1,1,1,1
3,1,0,FALSE,FALSE,3,24,FALSE,FALSE,FALSE,TRUE,0,1,0,TRUE,FALSE,13,1602,19846,FALSE,FALSE,FALSE,91,0.080721556,20,5,1,1,1,1,3,1,2,42.6,1,1,0,1
4,1,0,FALSE,FALSE,3,24,FALSE,FALSE,FALSE,TRUE,0,1,0,TRUE,FALSE,15,1591,19873,FALSE,FALSE,FALSE,91,0.080058371,18,5,1,1,1,1,3,1,1.6,42,1,1,1,1
2.2,1,1,FALSE,FALSE,8,47,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,5,337,6400,FALSE,TRUE,TRUE,81,0.05265625,1,1,1,0,1,1,0,1,3,71,1,1,0,1
2.9,1,0,FALSE,FALSE,4,28,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,10,298,3188,TRUE,TRUE,TRUE,81,0.093475533,4,1,1,1,1,1,4,1,2,211,1,1,0,1
1.7,1,0,FALSE,FALSE,4,26,FALSE,FALSE,FALSE,TRUE,0,1,0,TRUE,FALSE,12,1768,19554,FALSE,FALSE,TRUE,92,0.090416283,25,7,1,0,1,1,7,1,1.142857143,28.28571429,1,1,0,1
4,1,0,FALSE,FALSE,4,32,FALSE,FALSE,FALSE,TRUE,0,1,0,TRUE,FALSE,13,897,9985,FALSE,FALSE,FALSE,91,0.089834752,21,5,1,1,1,1,2,1,2,58.6,1,1,0,1
3.2,1,0,FALSE,FALSE,3,24,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,19,1733,18868,FALSE,FALSE,FALSE,85,0.091848633,16,5,1,1,1,1,3,1,1,24.2,1,1,0,1
3,1,0,FALSE,FALSE,3,24,FALSE,FALSE,FALSE,TRUE,0,1,0,TRUE,FALSE,19,1568,19699,FALSE,FALSE,FALSE,91,0.079597949,19,5,1,1,1,1,3,1,2,42.6,1,1,0,1
0.1,1,0,FALSE,FALSE,5,38,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,16,1298,13085,FALSE,FALSE,FALSE,79,0.099197554,10,5,1,1,1,1,5,1,0,13.2,1,1,1,1
1.9,1,0,FALSE,FALSE,5,30,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,8,378,3162,FALSE,FALSE,FALSE,75,0.119544592,1,1,1,1,1,1,0,1,2,65,1,1,1,1
0.2,1,0,FALSE,FALSE,3,22,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,4,107,863,FALSE,FALSE,TRUE,62,0.123986095,1,1,1,1,1,1,0,1,0,18,1,1,0,1
1,1,0,FALSE,FALSE,3,25,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,12,951,10732,FALSE,TRUE,TRUE,82,0.088613492,12,11,1,1,1,1,12,1,0.818181818,36.63636364,1,1,1,1
1,1,0,FALSE,FALSE,3,25,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,12,951,10732,FALSE,TRUE,TRUE,82,0.088613492,12,11,1,1,1,1,12,1,0.818181818,36.63636364,1,1,1,1
12,1,0,FALSE,FALSE,13,67,TRUE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,5,677,14209,FALSE,FALSE,TRUE,84,0.047645858,38,5,1,1,1,1,34,1,1.6,131.6,1,1,0,1
12.2,1,0,FALSE,FALSE,4,24,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,1,80,521,FALSE,FALSE,FALSE,54,0.153550864,1,1,1,1,1,1,0,1,2,89,1,1,1,1
3,1,0,FALSE,FALSE,6,54,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,13,1051,10046,FALSE,FALSE,TRUE,80,0.104618754,22,10,1,0,1,1,11,1,3,38.3,1,1,1,1
2.4,1,0,FALSE,FALSE,3,24,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,8,70,822,FALSE,FALSE,FALSE,55,0.085158151,2,1,1,1,1,1,0,1,0,13,1,1,0,1
2.7,1,0,FALSE,FALSE,2,16,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,14,464,4323,FALSE,FALSE,TRUE,74,0.107332871,3,3,1,1,1,1,0,1,2.666666667,63,1,1,1,1
3.2,1,1,FALSE,FALSE,5,28,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,1201,48671,FALSE,TRUE,TRUE,83,0.024675885,0,0,1,1,1,1,0,1,0,0,1,0,1,1
0,1,0,FALSE,FALSE,3,16,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,8,182,1258,FALSE,FALSE,TRUE,69,0.144674086,2,0,1,1,1,1,0,1,0,0,1,1,1,1
3,1,0,FALSE,FALSE,5,32,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,23,1561,18865,FALSE,FALSE,TRUE,75,0.082745826,16,1,1,1,1,1,14,1,4,67,1,1,0,1
12.1,1,0,FALSE,FALSE,7,44,FALSE,FALSE,TRUE,FALSE,0,0,0,TRUE,FALSE,0,6,196,FALSE,FALSE,FALSE,42,0.030612245,2,1,1,1,1,1,1,1,5,91,1,1,1,1
2.9,1,0,FALSE,FALSE,6,39,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,11,777,FALSE,FALSE,FALSE,61,0.014157014,0,0,1,1,1,1,0,1,0,0,1,0,1,1
2.2,1,0,FALSE,FALSE,6,43,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,12,294,2184,FALSE,FALSE,FALSE,77,0.134615385,5,2,1,1,1,1,0,1,2.5,53.5,1,1,0,1
4.2,1,1,FALSE,FALSE,7,60,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,9,1296,38513,TRUE,FALSE,FALSE,87,0.033650975,11,10,1,0,1,1,14,1,2.7,36.1,1,1,1,1
6.4,1,0,FALSE,FALSE,10,43,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,22,1370,14635,FALSE,FALSE,TRUE,82,0.093611206,23,11,1,1,1,1,11,1,1.818181818,46.36363636,0,1,1,1
4.2,1,1,FALSE,FALSE,5,42,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,9,1297,38631,TRUE,FALSE,FALSE,87,0.033574073,11,10,1,0,1,1,14,1,2.7,36.1,1,1,1,1
0,1,0,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,4,205,2411,FALSE,FALSE,FALSE,78,0.08502696,3,1,1,1,1,1,0,1,2,40,1,1,0,1
1.7,1,0,FALSE,FALSE,2,14,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,10,91,709,FALSE,FALSE,FALSE,55,0.128349788,2,2,1,1,1,1,0,1,2,36,1,1,0,1
2.2,1,0,FALSE,FALSE,1,3,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,8,101,FALSE,FALSE,FALSE,32,0.079207921,0,0,1,1,1,1,0,1,0,0,1,0,1,1
4,1,0,FALSE,FALSE,8,56,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,5,292,2632,FALSE,FALSE,TRUE,82,0.110942249,1,1,1,0,1,1,0,1,5,145,1,1,0,1
0,0,0,TRUE,FALSE,3,20,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,2,32,183,FALSE,FALSE,FALSE,48,0.174863388,1,0,1,1,1,1,0,1,0,0,1,1,1,1
2.3,1,0,FALSE,FALSE,7,44,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,19,980,15381,FALSE,FALSE,TRUE,83,0.063714973,37,14,1,0,1,1,11,1,1.357142857,30.92857143,1,1,1,1
3.4,1,0,FALSE,FALSE,1,4,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,2,90,592,FALSE,FALSE,FALSE,52,0.152027027,1,1,1,1,1,1,0,1,2,35,1,1,0,1
15.4,1,0,FALSE,FALSE,7,31,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,1,129,1591,FALSE,FALSE,TRUE,77,0.081081081,3,2,1,1,1,1,1,1,2,49,1,1,0,1
1.6,1,0,TRUE,FALSE,6,34,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,12,127,1140,FALSE,FALSE,FALSE,64,0.111403509,2,0,1,1,1,1,0,1,0,0,1,1,1,1
6.5,1,1,FALSE,FALSE,5,33,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,7,1096,15466,FALSE,FALSE,TRUE,86,0.070865123,7,5,1,1,1,1,8,1,1.8,43.8,1,1,0,1
0,1,0,FALSE,FALSE,4,25,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,72,803,FALSE,FALSE,FALSE,56,0.089663761,2,1,1,0,1,1,0,1,2,44,1,1,1,1
2.4,1,0,FALSE,FALSE,3,20,FALSE,FALSE,FALSE,TRUE,1,0,0,TRUE,FALSE,4,1739,24818,FALSE,FALSE,TRUE,92,0.07007011,10,5,1,0,1,1,1,1,1.8,61,1,1,0,1
4.6,1,0,FALSE,FALSE,2,20,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,624,7261,FALSE,FALSE,TRUE,78,0.085938576,3,6,1,1,1,1,2,1,0.166666667,4.166666667,1,1,1,1
0.1,1,0,FALSE,FALSE,3,27,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,167,3016,FALSE,FALSE,FALSE,80,0.055371353,1,1,1,1,1,1,0,1,0,17,1,1,1,1
0,1,0,FALSE,FALSE,3,34,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,232,2598,FALSE,FALSE,FALSE,80,0.089299461,1,1,1,0,1,1,0,1,3,76,1,1,0,1
6.5,1,0,FALSE,FALSE,2,18,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,8,716,9721,FALSE,FALSE,FALSE,92,0.073654974,1,9,1,1,1,1,0,1,0.111111111,3.444444444,1,1,1,1
